number,pokemon_name,main_type,secondary_type,region,attack,defense,capture_rate,resistance,weakness,poss_attacks
555,Darmanitan,Fire,,Unova,263,114,10%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}","['Fire Fang', 'Incinerate', 'Tackle', 'Focus Blast', 'Overheat', 'Psychic', 'Rock Slide', 'Ice Fang', 'Tackle', 'Avalanche', 'Ice Punch', 'Overheat', 'Superpower']"
556,Maractus,Grass,,Unova,201,130,20%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Bullet Seed', 'Poison Jab', 'Aerial Ace', 'Petal Blizzard', 'Solar Beam']"
557,Dwebble,Bug,Rock,Unova,118,128,30%,"{'62.5%': ['Normal', 'Poison']}","{'160%': ['Rock', 'Steel', 'Water']}","['Cut', 'Smack Down', 'Rock Blast', 'Rock Tomb', 'X-Scissor']"
558,Crustle,Bug,Rock,Unova,188,200,10%,"{'62.5%': ['Normal', 'Poison']}","{'160%': ['Rock', 'Steel', 'Water']}","['Fury Cutter', 'Smack Down', 'Rock Blast', 'Rock Slide', 'X-Scissor']"
559,Scraggy,Dark,Fighting,Unova,132,132,30%,"{'62.5%': ['Ghost', 'Psychic', 'Rock'], '39%': ['Dark']}","{'160%': ['Fighting', 'Flying'], '256%': ['Fairy']}","['Feint Attack', 'Rock Smash', 'Acid Spray', 'Brick Break', 'Foul Play']"
560,Scrafty,Dark,Fighting,Unova,163,222,10%,"{'62.5%': ['Ghost', 'Psychic', 'Rock'], '39%': ['Dark']}","{'160%': ['Fighting', 'Flying'], '256%': ['Fairy']}","['Counter', 'Snarl', 'Acid Spray', 'Foul Play', 'Power-Up Punch']"
561,Sigilyph,Psychic,Flying,Unova,204,167,20%,"{'62.5%': ['Grass', 'Psychic'], '39%': ['Fighting', 'Ground']}","{'160%': ['Dark', 'Electric', 'Ghost', 'Ice', 'Rock']}","['Air Slash', 'Zen Headbutt', 'Air Cutter', 'Ancient Power', 'Psybeam', 'Signal Beam']"
562,Yamask,Ghost,,Unova,95,141,30%,"{'62.5%': ['Bug', 'Poison'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost']}","['Astonish', 'Zen Headbutt', 'Dark Pulse', 'Ominous Wind', 'Shadow Ball', 'Astonish', 'Night Shade', 'Rock Tomb', 'Sand Tomb']"
563,Cofagrigus,Ghost,,Unova,163,237,10%,"{'62.5%': ['Bug', 'Poison'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost']}","['Astonish', 'Shadow Claw', 'Zen Headbutt', 'Dark Pulse', 'Psychic', 'Shadow Ball']"
564,Tirtouga,Water,Rock,Unova,134,146,30%,"{'62.5%': ['Flying', 'Ice', 'Normal', 'Poison'], '39%': ['Fire']}","{'160%': ['Electric', 'Fighting', 'Ground'], '256%': ['Grass']}","['Bite', 'Water Gun', 'Ancient Power', 'Body Slam', 'Surf']"
565,Carracosta,Water,Rock,Unova,192,197,10%,"{'62.5%': ['Flying', 'Ice', 'Normal', 'Poison'], '39%': ['Fire']}","{'160%': ['Electric', 'Fighting', 'Ground'], '256%': ['Grass']}","['Rock Throw', 'Water Gun', 'Ancient Power', 'Body Slam', 'Surf']"
566,Archen,Rock,Flying,Unova,213,89,30%,"{'62.5%': ['Bug', 'Fire', 'Flying', 'Ground', 'Normal', 'Poison']}","{'160%': ['Electric', 'Ice', 'Rock', 'Steel', 'Water']}","['Quick Attack', 'Wing Attack', 'Ancient Power', 'Crunch', 'Dragon Claw']"
567,Archeops,Rock,Flying,Unova,292,139,10%,"{'62.5%': ['Bug', 'Fire', 'Flying', 'Ground', 'Normal', 'Poison']}","{'160%': ['Electric', 'Ice', 'Rock', 'Steel', 'Water']}","['Steel Wing', 'Wing Attack', 'Ancient Power', 'Crunch', 'Dragon Claw']"
568,Trubbish,Poison,,Unova,96,122,30%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Poison']}","{'160%': ['Ground', 'Psychic']}","['Pound', 'Take Down', 'Gunk Shot', 'Seed Bomb']"
569,Garbodor,Poison,,Unova,181,164,10%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Poison']}","{'160%': ['Ground', 'Psychic']}","['Infestation', 'Take Down', 'Acid Spray', 'Body Slam', 'Gunk Shot', 'Seed Bomb']"
570,Zorua,Dark,,Unova,153,78,30%,"{'62.5%': ['Ghost', 'Dark'], '39%': ['Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting']}","['Feint Attack', 'Scratch', 'Aerial Ace', 'Dark Pulse', 'Foul Play']"
571,Zoroark,Dark,,Unova,250,127,10%,"{'62.5%': ['Ghost', 'Dark'], '39%': ['Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting']}","['Shadow Claw', 'Snarl', 'Flamethrower', 'Foul Play', 'Sludge Bomb']"
572,Minccino,Normal,,Unova,98,80,30%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Charm', 'Pound', 'Aqua Tail', 'Swift', 'Thunderbolt']"
573,Cinccino,Normal,,Unova,198,130,10%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Charm', 'Pound', 'Aqua Tail', 'Hyper Beam', 'Thunderbolt']"
574,Gothita,Psychic,,Unova,98,112,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}","['Confusion', 'Pound', 'Psybeam', 'Psychic', 'Psyshock']"
575,Gothorita,Psychic,,Unova,137,153,25%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}","['Confusion', 'Pound', 'Future Sight', 'Psybeam', 'Psychic']"
576,Gothitelle,Psychic,,Unova,176,205,12.5%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}","['Charm', 'Confusion', 'Future Sight', 'Psychic', 'Rock Slide']"
577,Solosis,Psychic,,Unova,170,83,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}","['Hidden Power', 'Zen Headbutt', 'Night Shade', 'Psyshock', 'Thunder']"
578,Duosion,Psychic,,Unova,208,103,25%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}","['Hidden Power', 'Zen Headbutt', 'Night Shade', 'Psyshock', 'Thunder']"
579,Reuniclus,Psychic,,Unova,214,148,12.5%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}","['Hidden Power', 'Zen Headbutt', 'Future Sight', 'Shadow Ball', 'Thunder']"
580,Ducklett,Water,Flying,Unova,84,96,50%,"{'62.5%': ['Bug', 'Fighting', 'Fire', 'Steel', 'Water'], '39%': ['Ground']}","{'160%': ['Rock'], '256%': ['Electric']}","['Water Gun', 'Wing Attack', 'Aerial Ace', 'Brave Bird', 'Bubble Beam']"
581,Swanna,Water,Flying,Unova,182,132,40%,"{'62.5%': ['Bug', 'Fighting', 'Fire', 'Steel', 'Water'], '39%': ['Ground']}","{'160%': ['Rock'], '256%': ['Electric']}","['Air Slash', 'Water Gun', 'Bubble Beam', 'Hurricane', 'Ice Beam']"
582,Vanillite,Ice,,Unova,118,106,40%,{'62.5%': ['Ice']},"{'160%': ['Fighting', 'Fire', 'Rock', 'Steel']}","['Astonish', 'Powder Snow', 'Ice Beam', 'Icy Wind', 'Signal Beam']"
583,Vanillish,Ice,,Unova,151,138,5%,{'62.5%': ['Ice']},"{'160%': ['Fighting', 'Fire', 'Rock', 'Steel']}","['Astonish', 'Frost Breath', 'Ice Beam', 'Icy Wind', 'Signal Beam']"
584,Vanilluxe,Ice,,Unova,218,184,12.5%,{'62.5%': ['Ice']},"{'160%': ['Fighting', 'Fire', 'Rock', 'Steel']}","['Astonish', 'Frost Breath', 'Blizzard', 'Flash Cannon', 'Signal Beam']"
585,Deerling,Normal,Grass,Unova,115,100,30%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water'], '39%': ['Ghost']}","{'160%': ['Bug', 'Fighting', 'Fire', 'Flying', 'Ice', 'Poison']}","['Tackle', 'Take Down', 'Energy Ball', 'Seed Bomb', 'Wild Charge']"
586,Sawsbuck,Normal,Grass,Unova,198,146,15%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water'], '39%': ['Ghost']}","{'160%': ['Bug', 'Fighting', 'Fire', 'Flying', 'Ice', 'Poison']}","['Feint Attack', 'Take Down', 'Hyper Beam', 'Megahorn', 'Solar Beam', 'Wild Charge']"
587,Emolga,Electric,Flying,Unova,158,127,20%,"{'62.5%': ['Bug', 'Fighting', 'Flying', 'Grass', 'Ground', 'Steel']}","{'160%': ['Ice', 'Rock']}","['Quick Attack', 'Thunder Shock', 'Aerial Ace', 'Discharge', 'Thunderbolt']"
588,Karrablast,Bug,,Unova,137,87,30%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}","['Fury Cutter', 'Peck', 'Aerial Ace', 'Drill Run', 'Signal Beam', 'X-Scissor']"
589,Escavalier,Bug,Steel,Unova,223,187,12.5%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Ice', 'Normal', 'Psychic', 'Steel'], '39%': ['Grass', 'Poison']}",{'256%': ['Fire']},"['Bug Bite', 'Counter', 'Acid Spray', 'Aerial Ace', 'Drill Run', 'Megahorn']"
590,Foongus,Grass,Poison,Unova,97,91,30%,"{'62.5%': ['Electric', 'Fairy', 'Fighting', 'Water'], '39%': ['Grass']}","{'160%': ['Fire', 'Flying', 'Ice', 'Psychic']}","['Astonish', 'Feint Attack', 'Body Slam', 'Energy Ball', 'Grass Knot']"
591,Amoonguss,Grass,Poison,Unova,155,139,12.5%,"{'62.5%': ['Electric', 'Fairy', 'Fighting', 'Water'], '39%': ['Grass']}","{'160%': ['Fire', 'Flying', 'Ice', 'Psychic']}","['Astonish', 'Feint Attack', 'Foul Play', 'Grass Knot', 'Sludge Bomb']"
592,Frillish,Water,Ghost,Unova,115,134,30%,"{'62.5%': ['Bug', 'Fire', 'Ice', 'Poison', 'Steel', 'Water'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Electric', 'Ghost', 'Grass']}","['Bubble', 'Hex', 'Ice Beam', 'Night Shade', 'Ominous Wind']"
593,Jellicent,Water,Ghost,Unova,159,178,12.5%,"{'62.5%': ['Bug', 'Fire', 'Ice', 'Poison', 'Steel', 'Water'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Electric', 'Ghost', 'Grass']}","['Bubble', 'Hex', 'Bubble Beam', 'Ice Beam', 'Shadow Ball']"
594,Alomomola,Water,,Unova,138,131,20%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Hidden Power', 'Waterfall', 'Blizzard', 'Hydro Pump', 'Psychic']"
595,Joltik,Bug,Electric,Unova,110,98,30%,"{'62.5%': ['Electric', 'Fighting', 'Grass', 'Steel']}","{'160%': ['Fire', 'Rock']}","['Charge Beam', 'Sucker Punch', 'Bug Buzz', 'Cross Poison', 'Discharge']"
596,Galvantula,Bug,Electric,Unova,201,128,12.5%,"{'62.5%': ['Electric', 'Fighting', 'Grass', 'Steel']}","{'160%': ['Fire', 'Rock']}","['Fury Cutter', 'Volt Switch', 'Bug Buzz', 'Cross Poison', 'Discharge', 'Energy Ball', 'Lunge']"
597,Ferroseed,Grass,Steel,Unova,82,155,30%,"{'62.5%': ['Dragon', 'Electric', 'Fairy', 'Normal', 'Poison', 'Psychic', 'Rock', 'Steel', 'Water'], '39%': ['Grass']}","{'160%': ['Fighting'], '256%': ['Fire']}","['Metal Claw', 'Tackle', 'Flash Cannon', 'Gyro Ball', 'Iron Head']"
598,Ferrothorn,Grass,Steel,Unova,158,223,12.5%,"{'62.5%': ['Dragon', 'Electric', 'Fairy', 'Normal', 'Poison', 'Psychic', 'Rock', 'Steel', 'Water'], '39%': ['Grass']}","{'160%': ['Fighting'], '256%': ['Fire']}","['Bullet Seed', 'Metal Claw', 'Acid Spray', 'Flash Cannon', 'Mirror Shot', 'Power Whip', 'Thunder']"
599,Klink,Steel,,Unova,98,121,40%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Psychic', 'Rock', 'Steel'], '39%': ['Poison']}","{'160%': ['Fighting', 'Fire', 'Ground']}","['Charge Beam', 'Volt Switch', 'Discharge', 'Vise Grip', 'Zap Cannon']"
600,Klang,Steel,,Unova,150,174,10%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Psychic', 'Rock', 'Steel'], '39%': ['Poison']}","{'160%': ['Fighting', 'Fire', 'Ground']}","['Charge Beam', 'Thunder Shock', 'Thunderbolt', 'Vise Grip', 'Zap Cannon']"
601,Klinklang,Steel,,Unova,199,214,5%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Psychic', 'Rock', 'Steel'], '39%': ['Poison']}","{'160%': ['Fighting', 'Fire', 'Ground']}","['Charge Beam', 'Thunder Shock', 'Flash Cannon', 'Hyper Beam', 'Mirror Shot', 'Zap Cannon']"
602,Tynamo,Electric,,Unova,105,78,40%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},"['Spark', 'Tackle', 'Struggle']"
603,Eelektrik,Electric,,Unova,156,130,10%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},"['Acid', 'Spark', 'Crunch', 'Discharge', 'Thunderbolt']"
604,Eelektross,Electric,,Unova,217,152,5%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},"['Acid', 'Spark', 'Acid Spray', 'Crunch', 'Dragon Claw', 'Thunderbolt']"
605,Elgyem,Psychic,,Unova,148,100,30%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}","['Astonish', 'Confusion', 'Dark Pulse', 'Psybeam', 'Psychic']"
606,Beheeyem,Psychic,,Unova,221,163,15%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}","['Astonish', 'Confusion', 'Dark Pulse', 'Psychic', 'Rock Slide']"
607,Litwick,Ghost,Fire,Unova,108,98,40%,"{'62.5%': ['Fairy', 'Fire', 'Grass', 'Ice', 'Poison', 'Steel'], '39%': ['Bug', 'Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost', 'Ground', 'Rock', 'Water']}","['Astonish', 'Ember', 'Flame Burst', 'Flame Charge', 'Heat Wave']"
608,Lampent,Ghost,Fire,Unova,169,115,10%,"{'62.5%': ['Fairy', 'Fire', 'Grass', 'Ice', 'Poison', 'Steel'], '39%': ['Bug', 'Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost', 'Ground', 'Rock', 'Water']}","['Astonish', 'Ember', 'Energy Ball', 'Flame Burst', 'Heat Wave']"
609,Chandelure,Ghost,Fire,Unova,271,182,5%,"{'62.5%': ['Fairy', 'Fire', 'Grass', 'Ice', 'Poison', 'Steel'], '39%': ['Bug', 'Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost', 'Ground', 'Rock', 'Water']}","['Fire Spin', 'Hex', 'Incinerate', 'Energy Ball', 'Flame Charge', 'Overheat', 'Shadow Ball']"
610,Axew,Dragon,,Unova,154,101,40%,"{'62.5%': ['Electric', 'Fire', 'Grass', 'Water']}","{'160%': ['Dragon', 'Fairy', 'Ice']}","['Iron Tail', 'Scratch', 'Aqua Tail', 'Dragon Claw', 'Dragon Pulse']"
611,Fraxure,Dragon,,Unova,212,123,10%,"{'62.5%': ['Electric', 'Fire', 'Grass', 'Water']}","{'160%': ['Dragon', 'Fairy', 'Ice']}","['Dragon Tail', 'Iron Tail', 'Aqua Tail', 'Dragon Claw', 'Night Slash']"
612,Haxorus,Dragon,,Unova,284,172,5%,"{'62.5%': ['Electric', 'Fire', 'Grass', 'Water']}","{'160%': ['Dragon', 'Fairy', 'Ice']}","['Counter', 'Dragon Tail', 'Dragon Claw', 'Earthquake', 'Night Slash', 'Surf']"
613,Cubchoo,Ice,,Unova,128,74,30%,{'62.5%': ['Ice']},"{'160%': ['Fighting', 'Fire', 'Rock', 'Steel']}","['Charm', 'Powder Snow', 'Ice Punch', 'Icy Wind', 'Play Rough']"
614,Beartic,Ice,,Unova,233,152,15%,{'62.5%': ['Ice']},"{'160%': ['Fighting', 'Fire', 'Rock', 'Steel']}","['Charm', 'Powder Snow', 'Ice Punch', 'Play Rough', 'Surf']"
615,Cryogonal,Ice,,Unova,190,218,20%,{'62.5%': ['Ice']},"{'160%': ['Fighting', 'Fire', 'Rock', 'Steel']}","['Frost Breath', 'Ice Shard', 'Aurora Beam', 'Night Slash', 'Solar Beam', 'Water Pulse']"
616,Shelmet,Bug,,Unova,72,140,30%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}","['Acid', 'Infestation', 'Body Slam', 'Bug Buzz', 'Signal Beam']"
617,Accelgor,Bug,,Unova,220,120,15%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}","['Acid', 'Infestation', 'Acid Spray', 'Bug Buzz', 'Focus Blast', 'Signal Beam']"
618,Stunfisk,Ground,Electric,Unova,144,171,20%,"{'62.5%': ['Flying', 'Poison', 'Rock', 'Steel'], '24%': ['Electric']}","{'160%': ['Grass', 'Ground', 'Ice', 'Water']}","['Mud Shot', 'Thunder Shock', 'Discharge', 'Mud Bomb', 'Muddy Water', 'Metal Claw', 'Mud Shot', 'Earthquake', 'Flash Cannon', 'Muddy Water', 'Rock Slide']"
619,Mienfoo,Fighting,,Unova,160,98,30%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}","['Low Kick', 'Pound', 'Brick Break', 'Focus Blast', 'Low Sweep']"
620,Mienshao,Fighting,,Unova,258,127,15%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}","['Low Kick', 'Poison Jab', 'Brick Break', 'Grass Knot', 'Stone Edge']"
621,Druddigon,Dragon,,Unova,213,170,20%,"{'62.5%': ['Electric', 'Fire', 'Grass', 'Water']}","{'160%': ['Dragon', 'Fairy', 'Ice']}","['Bite', 'Dragon Tail', 'Dragon Claw', 'Hyper Beam', 'Night Slash']"
622,Golett,Ground,Ghost,Unova,127,92,30%,"{'62.5%': ['Bug', 'Rock'], '39%': ['Electric', 'Fighting', 'Normal', 'Poison']}","{'160%': ['Dark', 'Ghost', 'Grass', 'Ice', 'Water']}","['Astonish', 'Mud-Slap', 'Brick Break', 'Night Shade', 'Shadow Punch']"
623,Golurk,Ground,Ghost,Unova,222,154,15%,"{'62.5%': ['Bug', 'Rock'], '39%': ['Electric', 'Fighting', 'Normal', 'Poison']}","{'160%': ['Dark', 'Ghost', 'Grass', 'Ice', 'Water']}","['Astonish', 'Mud-Slap', 'Dynamic Punch', 'Earth Power', 'Shadow Punch']"
624,Pawniard,Dark,Steel,Unova,154,114,30%,"{'62.5%': ['Dark', 'Dragon', 'Flying', 'Ghost', 'Grass', 'Ice', 'Normal', 'Rock', 'Steel'], '39%': ['Poison'], '24%': ['Psychic']}","{'160%': ['Fire', 'Ground'], '256%': ['Fighting']}","['Fury Cutter', 'Scratch', 'Iron Head', 'Night Slash', 'X-Scissor']"
625,Bisharp,Dark,Steel,Unova,232,176,15%,"{'62.5%': ['Dark', 'Dragon', 'Flying', 'Ghost', 'Grass', 'Ice', 'Normal', 'Rock', 'Steel'], '39%': ['Poison'], '24%': ['Psychic']}","{'160%': ['Fire', 'Ground'], '256%': ['Fighting']}","['Metal Claw', 'Snarl', 'Dark Pulse', 'Focus Blast', 'Iron Head', 'X-Scissor']"
626,Bouffalant,Normal,,Unova,195,182,20%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Mud Shot', 'Zen Headbutt', 'Earthquake', 'Megahorn', 'Skull Bash', 'Stomp']"
627,Rufflet,Normal,Flying,Unova,150,97,30%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}","['Peck', 'Wing Attack', 'Aerial Ace', 'Brave Bird', 'Rock Tomb']"
628,Braviary,Normal,Flying,Unova,232,152,15%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}","['Air Slash', 'Steel Wing', 'Brave Bird', 'Close Combat', 'Heat Wave', 'Rock Slide']"
629,Vullaby,Dark,Flying,Unova,105,139,30%,"{'62.5%': ['Dark', 'Ghost', 'Grass'], '39%': ['Ground', 'Psychic']}","{'160%': ['Electric', 'Fairy', 'Ice', 'Rock']}","['Air Slash', 'Feint Attack', 'Brave Bird', 'Dark Pulse', 'Foul Play']"
630,Mandibuzz,Dark,Flying,Unova,129,205,15%,"{'62.5%': ['Dark', 'Ghost', 'Grass'], '39%': ['Ground', 'Psychic']}","{'160%': ['Electric', 'Fairy', 'Ice', 'Rock']}","['Air Slash', 'Snarl', 'Aerial Ace', 'Dark Pulse', 'Foul Play', 'Shadow Ball']"
631,Heatmor,Fire,,Unova,204,129,20%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}","['Fire Spin', 'Lick', 'Flamethrower', 'Power-Up Punch', 'Thunder Punch']"
632,Durant,Bug,Steel,Unova,217,188,20%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Ice', 'Normal', 'Psychic', 'Steel'], '39%': ['Grass', 'Poison']}",{'256%': ['Fire']},"['Bug Bite', 'Metal Claw', 'Iron Head', 'Stone Edge', 'X-Scissor']"
633,Deino,Dark,Dragon,Unova,116,93,40%,"{'62.5%': ['Dark', 'Electric', 'Fire', 'Ghost', 'Grass', 'Water'], '39%': ['Psychic']}","{'160%': ['Bug', 'Dragon', 'Fighting', 'Ice'], '256%': ['Fairy']}","['Dragon Breath', 'Tackle', 'Body Slam', 'Crunch', 'Dragon Pulse']"
634,Zweilous,Dark,Dragon,Unova,159,135,10%,"{'62.5%': ['Dark', 'Electric', 'Fire', 'Ghost', 'Grass', 'Water'], '39%': ['Psychic']}","{'160%': ['Bug', 'Dragon', 'Fighting', 'Ice'], '256%': ['Fairy']}","['Bite', 'Dragon Breath', 'Body Slam', 'Dark Pulse', 'Dragon Pulse']"
635,Hydreigon,Dark,Dragon,Unova,256,188,5%,"{'62.5%': ['Dark', 'Electric', 'Fire', 'Ghost', 'Grass', 'Water'], '39%': ['Psychic']}","{'160%': ['Bug', 'Dragon', 'Fighting', 'Ice'], '256%': ['Fairy']}","['Bite', 'Dragon Breath', 'Dark Pulse', 'Dragon Pulse', 'Flash Cannon']"
636,Larvesta,Bug,Fire,Unova,156,107,70%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Ice', 'Steel'], '39%': ['Grass']}","{'160%': ['Flying', 'Water'], '256%': ['Rock']}","['Bug Bite', 'Ember', 'Bug Buzz', 'Flame Charge', 'Flame Wheel']"
637,Volcarona,Bug,Fire,Unova,264,189,10%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Ice', 'Steel'], '39%': ['Grass']}","{'160%': ['Flying', 'Water'], '256%': ['Rock']}","['Bug Bite', 'Fire Spin', 'Bug Buzz', 'Hurricane', 'Overheat', 'Solar Beam']"
638,Cobalion,Steel,Fighting,Unova,192,229,2%,"{'62.5%': ['Dark', 'Dragon', 'Grass', 'Ice', 'Normal', 'Steel'], '39%': ['Bug', 'Poison', 'Rock']}","{'160%': ['Fighting', 'Fire', 'Ground']}","['Metal Claw', 'Zen Headbutt', 'Close Combat', 'Iron Head', 'Stone Edge', 'Sacred Sword']"
639,Terrakion,Rock,Fighting,Unova,260,192,2%,"{'62.5%': ['Bug', 'Dark', 'Fire', 'Normal', 'Poison', 'Rock']}","{'160%': ['Fairy', 'Fighting', 'Grass', 'Ground', 'Psychic', 'Steel', 'Water']}","['Smack Down', 'Zen Headbutt', 'Close Combat', 'Earthquake', 'Rock Slide', 'Sacred Sword']"
640,Virizion,Grass,Fighting,Unova,192,229,2%,"{'62.5%': ['Dark', 'Electric', 'Grass', 'Ground', 'Rock', 'Water']}","{'160%': ['Fairy', 'Fire', 'Ice', 'Poison', 'Psychic'], '256%': ['Flying']}","['Quick Attack', 'Zen Headbutt', 'Close Combat', 'Leaf Blade', 'Stone Edge', 'Sacred Sword']"
641,Tornadus,Flying,,Unova,266,164,2%,"{'62.5%': ['Bug', 'Fighting', 'Grass'], '39%': ['Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}","['Air Slash', 'Bite', 'Dark Pulse', 'Grass Knot', 'Hurricane', 'Hyper Beam', 'Astonish', 'Gust', 'Focus Blast', 'Heat Wave', 'Hurricane', 'Psychic']"
642,Thundurus,Electric,Flying,Unova,266,164,2%,"{'62.5%': ['Bug', 'Fighting', 'Flying', 'Grass', 'Ground', 'Steel']}","{'160%': ['Ice', 'Rock']}","['Astonish', 'Thunder Shock', 'Brick Break', 'Crunch', 'Thunder', 'Thunder Punch', 'Bite', 'Volt Switch', 'Focus Blast', 'Sludge Wave', 'Thunder', 'Thunderbolt']"
643,Reshiram,Dragon,Fire,Unova,275,211,2%,"{'62.5%': ['Bug', 'Electric', 'Steel'], '39%': ['Fire', 'Grass']}","{'160%': ['Dragon', 'Ground', 'Rock']}","['Dragon Breath', 'Fire Fang', 'Crunch', 'Draco Meteor', 'Overheat', 'Stone Edge']"
644,Zekrom,Dragon,Electric,Unova,275,211,2%,"{'62.5%': ['Fire', 'Flying', 'Grass', 'Steel', 'Water'], '39%': ['Electric']}","{'160%': ['Dragon', 'Fairy', 'Ground', 'Ice']}","['Charge Beam', 'Dragon Breath', 'Crunch', 'Flash Cannon', 'Outrage', 'Wild Charge']"
645,Landorus,Ground,Flying,Unova,261,182,2%,"{'62.5%': ['Bug', 'Electric', 'Fighting', 'Poison'], '39%': ['Ground']}","{'160%': ['Water'], '256%': ['Ice']}","['Mud Shot', 'Rock Throw', 'Earth Power', 'Focus Blast', 'Outrage', 'Rock Slide', 'Extrasensory', 'Mud Shot', 'Bulldoze', 'Earthquake', 'Stone Edge', 'Superpower']"
646,Kyurem,Dragon,Ice,Unova,246,170,2%,"{'62.5%': ['Electric', 'Grass', 'Water']}","{'160%': ['Dragon', 'Fairy', 'Fighting', 'Rock', 'Steel']}","['Dragon Breath', 'Steel Wing', 'Blizzard', 'Draco Meteor', 'Dragon Claw', 'Dragon Breath', 'Steel Wing', 'Ancient Power', 'Blizzard', 'Dragon Pulse', 'Focus Blast', 'Dragon Tail', 'Shadow Claw', 'Blizzard', 'Iron Head', 'Outrage', 'Stone Edge']"
647,Keldeo,Water,Fighting,Unova,260,192,2%,"{'62.5%': ['Bug', 'Dark', 'Fire', 'Ice', 'Rock', 'Steel', 'Water']}","{'160%': ['Electric', 'Fairy', 'Flying', 'Grass', 'Psychic']}","['Low Kick', 'Poison Jab', 'Aqua Jet', 'Close Combat', 'Hydro Pump', 'X-Scissor']"
648,Meloetta,Normal,Psychic,Unova,250,225,100%,"{'62.5%': ['Ghost', 'Psychic']}","{'160%': ['Bug', 'Dark']}","['Confusion', 'Quick Attack', 'Dazzling Gleam', 'Hyper Beam', 'Psyshock', 'Thunderbolt', 'Low Kick', 'Quick Attack', 'Close Combat', 'Fire Punch', 'Hyper Beam', 'Ice Punch']"
